genre,sinopsis
"Drama , History","Dengan ""Fist of Fury"", Kim Hyun-Soo (Sang-Woo Kwone) kecanduan Bruce Lee. Tahun 1978. Hyun-Soo pindah ke Kangnam, Seoul. Hyun-Soo ditransfer ke Jungmoon Tinggi, Maljuk Street, Kangnam, Seoul. Dia pergi bersekolah dengan No.78 Bus. hari pertama laki-laki senior yang mengambil kerah Hyun-Soo dan membuat Hyun-Soo dihukum dalam Jungmoon bermain karena lupa kerah Hyun-Soo berteman dengan Kim Woo-Sik (Bruce Lee fan) dan Hamburger. Hamburger selalu membawa majalah dewasa ke sekolah dan selalu ditemukan oleh tentara sekolah. Hyun-Soo ayahnya memiliki sendiri Taekwondo Dojo - keinginannya adalah untuk melihat Hyun-Soo menjadi top 5 di Jungmoon kelas tinggi, dan membuat dirinya dipromosikan menjadi Universitas. Suatu hari di dalam # 78 bus, Hamburger dan Hyun-Soo bertemu Kang Eun-Ju (EunYang Wanita Tinggi), seorang wanita penggemar Bruce Lee yang tampak seperti ""Olivia Hussey"", yang musik favorit adalah Agaetha (ABBA) dan Celsia Chan, Hyun- Soo mulai jatuh cinta dengan Eun-Ju. Hyun-Soo dan Woo-Sik menjadi saingan dari Cha Jung-Hoon (Triad Head, Jungmoon Tinggi) ketika Jung-Hoon mengambil tas sekolahnya Eun-Ju dalam # 78 Bus, dan Woo-Sik diselesaikan semuanya. Woo-Sik mencoba menggoda Eun-Ju tapi dia menolak dia karena dia mencintai Hyun-Soo. Pada hari hujan, Hyun-Soo berbicara dengan Eun-Ju di # 78 Bus, tahu bahwa Eun-Ju terus mendengarkan program radio tengah malam, dan dia bahkan telah menulis kartu pos dengan program itu, tapi itu tidak berbicara pesan kartu pos nya . Hyun-Soo dipinjamkan Eun-Ju Payung hitam dan berlari ke rumah. Eun-Ju meminta Woo-Sik untuk kembali payung untuk Hyun-Soo, Hyun-Soo menulis kartu pos untuk program radio dan berbicara pesan di 2:00 ketika Eun-Ju berada di # 78 bus. Hyun-Soo mengundang Eun-Ju untuk mendengarkan permainan gitarnya. Eun-Ju meminta Hyun-Soo untuk kembali pen Woo-Sik. Dia bahkan menulis jawabannya dengan program radio. Woo-Sik dan Hyun-Soo sedang dihukum di dalam lemari, dengan tentara mengatakan kepada mereka berapa banyak Viet Congs ia pernah tewas dalam Perang Vietnam sendiri tanpa rekan untuk membantu. Hyun-Soo pergi ke perpustakaan dan mendengar pesan kartu pos Eun-Ju dalam program radio yang baik Eun-Ju dan Hyun-Soo selalu mendengarkan. Eun-Ju menyesal meminta Woo-Sik untuk kembali payung dan dia berjanji Hyun-Soo bahwa dia tidak akan pernah mengecewakan dia lagi. Kemudian, Hamburger menjadi anggota geng Jung-Hoon. Woo-Sik merobek Hamburger ini Foto dewasa, Jung-Hoon menantang Woo-Sik ke atap pertempuran. Akhirnya Woo-Sik dikalahkan dan dibawa oleh Hyun-Soo. Woo-Sik bahkan meninggalkan Jungmoon Tinggi tanpa menghubungi Hyun-Soo lagi. Eun-Ju sedang dikabarkan meninggalkan dengan Woo-Sik tetapi kemudian Hamburger menemukan bahwa ia tidak meninggalkan dengan Woo-Sik, tapi diskors satu tahun untuk hasil yang buruk. Suatu hari, Hyun-Soo bertemu geng Jung-Hoon. mereka mengancam untuk menghapus bola mata Hyun-Soo dari matanya. Hyun-Soo memutuskan untuk melatih dirinya untuk perjuangan lebih lanjut dengan geng Jung-Hoon. Pada hari pertempuran Hyun-Soo, teman sekelas melemparkan susu untuk Jung-Hoon. geng Jung-Hoon berlari ke kelas Hyun-Soo dan bertanya siapa yang melakukannya. Hamburger mencoba menenangkan Jung-Hoon tapi gagal. Hyun-Soo berdiri dan menantang Jung-Hoon di atap. Hyun-Soo digunakan double-tongkat untuk memukul Jung-Hoon ketika mereka naik ke atas. Akhirnya, dalam perlawanan besar, Hyun-Soo memenangkan pertempuran dan turun. Tentara berhenti Hyun-Soo, tetapi dia melarikan diri, menghancurkan 2 jendela dan berbicara, ""F ** k semua sekolah di Korea!"" Hyun-Soo ayah berbicara dengan ibu Jung-Hoon tapi dia menyalahkan Hyun-Soo untuk menghancurkan wajah anaknya. Hyun-Soo mengatakan maaf kepada ayah, ayah meminta Hyun-Soo jika Bruce Lee yang pernah belajar ke Universitas. Hyun-Soo tersenyum, ayah tidak mengenal. Hyun-Soo belajar di GED (General Pendidikan Diploma) dan bertemu Hamburger ketika Hamburger dijual majalah dewasa untuk teman sekelas selama 2 dolar. Hamburger mengatakan Hyun-Soo yang Eun-Ju juga mempelajari pusat GED ini. Hyun-Soo menunggu Eun-Ju tapi gagal, bangkit untuk # 78 Bus. Hyun-Soo terjawab Eun-Ju sampai betina mengatakan ""Bye-bye, Eun-Ju!"" Hyun-Soo menoleh dan melihat Eun-Ju sendiri. Eun-Ju mengatakan bahwa Korea cuaca lebih dingin dari sebelumnya, Hyun-Soo berkata ya. Eun-Ju turun di stasiun Hannam. Hamburger meminta Hyun-Soo untuk menonton film Jackie Chan, ""Drunken Master"" dan bahkan kata Bruce Lee sudah usang. Hyun-Soo menendang ke balas dendam untuk Bruce Lee di luar pintu bioskop."
"Action , Comedy",Hiu kredit dan sopir Pembobolan taksi menemukan sebuah koper yang terjadi untuk membawa mereka melalui perjalanan hidup mereka.
"Drama , Romance","K, produser radio yang mencintai Cream wanita bernama, mengatakan bahwa ia hanya memiliki beberapa bulan lagi untuk hidup. Karena dia tahu ketakutan terbesar Cream adalah untuk dibiarkan sendirian, dia terus penyakitnya rahasia dan mendesak dia untuk menikah dengan pria bernama Ju-Hwan. Suatu hari, Cream mengumumkan bahwa dia jatuh cinta dengan Ju-Hwan ..."
Comedy,"(Korea dengan teks bahasa Inggris) Sebuah asmara brews mungkin antara Dong-chu, preman tangguh-aktin dengan hati yang lembut, dan kutu buku, dan baru-baru tunggal, IT konsultan tetangga, Se-jin, dalam hal ini memutar ringan dan aneh dari romantis komedi."
"Action , Drama , Mystery",Eun-A kehilangan keluarganya di tangan seorang pembunuh berantai. Dia sekarang mental dan fisik hancur. Dia kemudian memutuskan untuk membalas dendam dengan meminta bantuan dari empat orang dari kehidupan yang berbeda untuk memenuhi membalas dendam.
Drama,Tentang seorang anak muda di Korea Utara yang ingin mencari ayahnya yang terpaksa menjadi pengungsi di Korea Selatan.
Drama,"Seorang gadis muda pergi hilang hanya sebagai pelanggar seks dihukum bergerak ke kota. Ayah gadis itu, penduduk kota-kota dan bahkan penegak hukum percaya dia bertanggung jawab untuk hilangnya."
"Crime , Thriller","Woo-gon, manajer gairah yang kehilangan segalanya karena iklan saham dan spesialis akan bersama-sama untuk mencari tahu kebenaran di balik rumor bahwa telah terguncang negara. Dari informasi yang berharga untuk distribusi, kejahatan ini mengejar film mengelilingi kebenaran tak terlihat."
"Adventure , Drama , Romance","Woo-sung saja bergabung Joong-hyun dan perjalanan teman-temannya 'untuk mendaki Gunung Asiaq dari Alaska. Namun, badai salju mengamuk menunggu mereka turun dari puncak dan mengisolasi Woo-sung dan Joong-hyun dalam gua es. Untuk tetap terbangun, Joong-hyun yang kakinya terluka parah mulai ceritanya dan mereka mendapatkan tertegun menyadari bahwa antara dua kisah mereka ada seorang wanita, Kyung-min."
"Comedy , Romance","The Beast dan Kecantikan (Yasuwa minyeo) adalah sebuah film komedi romantis 2005 Korea Selatan. Ini melibatkan suara-aktor Dong-gun (Ryu Seung-beom), yang buta pacar Hae-ju (Shin Min-a) tiba-tiba menerima operasi untuk mendapatkan kembali penglihatannya. Setelah berbohong Hae-ju tentang penampilannya, jijik Dong-gun memilih untuk menjalani langkah-langkah ekstrem untuk mengubah penampilannya, sementara menjanjikan Hae-ju bahwa ia akan segera kembali. Sementara itu, Hae-ju menabrak orang Joon-ha (Kim Kang-woo) teman SMA -Dong-gun ini yang penampilannya bagaimana Dong-gun menggambarkan dirinya untuk Hae-ju-dan kesalahan dia untuk Dong-gun. Kegembiraan terjadi kemudian, dan Dong-gun menemukan dirinya berjuang untuk memegang cinta dari wanita yang dicintainya."
"Horror , Thriller","Pada malam universitas ujian masuk ditakuti, kehidupan 24 siswa cerdas dan cemerlang di salah satu sekolah tinggi, berada di garis. Terkunci di dalam ruang kelas dan tempat untuk melarikan diri, monitor televisi menyiarkan ketakutan Hae-yeong, mahasiswa atas di sekolah tinggi, diikat dan duduk di kursi di dalam akuarium yang perlahan mulai mengisi dengan air. Sebuah suara dari monitor mengumumkan jika 24 tidak bisa menyelesaikan ujian diberikan dalam waktu yang diberikan diberikan, Hae-yeong akan mati dan akan semua orang yang ditawan di dalam kelas. Jadi dimulai pemeriksaan yang akan menentukan apakah mereka hidup atau mati."
Drama,"Coffee House opens with the story about Jin-soo Lee, a writer who has reached super stardom after writing thriller novels. He works for an old friend, Eun-young Seo, an intelligent, beautiful and successful woman."
"Horror , Music , Mystery","Band pop pink Dolls muncul menjadi bintang setelah merilis sebuah remake dari ""Putih,"" yang ditulis oleh seorang komposer anonim. Semakin populer anggota menjadi, namun, semakin mereka menjadi robek oleh rasa cemburu dan persaingan. Tetapi karena masing-masing anak-anak bergiliran untuk menjadi vokalis, insiden misterius terjadi."
"Crime , Horror , Mystery","Setelah orang tuanya dibunuh, Bin diambil ke dalam perawatan kerabat. Dia mulai bertindak aneh, penghuni baru rumah pengalaman mimpi buruk yang mengerikan, dan misteri terungkap sebagai rahasia mengerikan terungkap."
Drama,"Setelah serangkaian usaha pipa mimpi pergi perut atas, pensiunan pemain sepakbola pro Kim Won-kang terjadi untuk mengunjungi Timor Timur, di mana ia menemukan anak-anak bermain game tanpa alas kaki di lapangan berbatu. Merasa peluang bisnis baru untuk menemukan negara tidak memiliki toko barang olahraga tunggal, ia memulai pada skema cepat kaya dengan purveying sepatu atletik untuk anak-anak tidak beralas kaki. Sayangnya, tidak ada ada mampu untuk membayar $ 60 untuk sepasang sepatu, bahkan pada rencana angsuran murah hati, dan sebelum ia tahu itu, ia direduksi menjadi pembinaan tim compang-camping 10-year-olds dan prospek mencari suram. Ditulis oleh Palm Springs Film Festival International"
"Crime , Thriller","Sung-Bum (Uhm Tae-Woong) adalah seorang detektif pemarah yang mengandalkan intuisinya untuk memecahkan kasus. Dia jarang datang di kasus yang dia tidak bisa memecahkan. Tubuh seorang polisi kemudian ditemukan dalam sebuah mobil terbakar di dekat sebuah bangunan yang ditinggalkan. Obat juga ditemukan di dekat petugas mati. Untuk menangkap pembunuh departemen kepolisian mendirikan unit investigasi khusus untuk kasus ini. Sung-Bum mengambil bagian dalam penyelidikan. Ho-Ryong (Joo Won) adalah seorang pemuda, percaya diri yang bekerja sebagai profiler pidana. Dia dilatih dengan FBI di Amerika Serikat. Ho-Ryong juga ditugaskan ke unit investigasi khusus. Ho-Ryong bergantung pada bukti dan bukan insting. Detektif Sung-Bum mengambil ketidaksukaan langsung untuk Ho-Ryong."
Comedy,Bagian-waktu dosen perguruan tinggi menganggur terganggu oleh suara menyalak anjing di dekatnya. Dia memutuskan untuk mengambil tindakan drastis.
"Action , Comedy","Sebuah komedi reverse yang bercerita tentang seorang pembunuh perfeksionis yang jatuh dan hits kepalanya di sauna, memberinya amnesia. Ketika aktor down-dan-out switch kunci loker dengan dia, mereka beralih hidup sampai hit-man, yang segera menjadi pahlawan tindakan di TV, mulai mengingat hal-hal."
"Drama , Thriller","Berdasarkan seri dengan populer novelis Jepang Keigo Higashino, ini adalah sebuah drama misteri yang 'setia tapi bebas' menyesuaikan bagian 3 dalam seri,. Cerita ini berkisah 3 karakter: seorang wanita yang tanpa sadar membunuh suaminya, seorang jenius matematika sebelah yang membuat sebuah alibi yang sempurna untuk keluar dari tarik ke arahnya, dan seorang detektif yang erat jejak nya, menemukan alibi yang mencurigakan."
"Action , Drama , History","Direktur Chang Cheh dimulai Cycle Shaolin dengan kung fu ini actioner padat tentang sebuah band pertempuran Dinasti Ming loyalis dicap sebagai musuh negara dan didorong bawah tanah setelah pembakaran Kuil Shaolin oleh pejabat Dinasti Qing. Karena kesalahpahaman, Shaolin kung fu ajaib Fong Sai-yuk (Alexander Fu Sheng) yang ditipu membantu agen Qing untuk menangkap memimpin Shaolin pemberontak Hung Hei-gun (Chen Kuan-tai). Setelah menemukan kesalahannya, tim Sai-yuk dengan pemberontak yang tersisa untuk membebaskan Hei-gun sebelum eksekusi direncanakan. Merencanakan untuk menghentikan mereka adalah General Che Kang (Zhu Mu), Tibet master kung fu yang tangguh yang memerintahkan tentara pejuang termasuk empat llama Tibet mematikan."
Drama,"seri kronik janda ayah 's perjuangan membesarkan tiga anak perempuan muda dengan bantuan saudara ipar dan teman masa kecilnya setelah istrinya ' s kematian mendadak, dan kehidupan yang mereka sentuh."
"Drama , Romance","Ketika Seung Min pada tahun pertamanya di Akademi Arsitektur, ia bertemu Seo Yeon. Dia adalah seorang mahasiswa musisi, dan Seung Min benar-benar jatuh cinta padanya. Tahun telah berlalu, dan sekarang ia bertemu Seo Yeon lagi - dia meminta dia untuk membangun kembali rumah tua ayahnya."
"Comedy , Drama , Horror","Gang-du adalah orang dungu yang bekerja di kecil snack bar ayahnya dekat Sungai Han. Suatu hari, Gang-du ini satu-satunya putri Hyun-seo datang kembali dari sekolah jengkel. Dia marah pada pamannya, Nam-il, yang mengunjungi sekolahnya sebagai walinya tanpa malu-malu mabuk. Mengabaikan alasan ayahnya untuk Nam-il, Hyun-seo segera asyik bibinya turnamen memanah Nam-joo di TV. Sementara itu, di luar snack bar, orang terpesona oleh sebuah benda tak dikenal menggantung ke jembatan. Dalam sekejap, obyek mengungkapkan dirinya sebagai makhluk menakutkan mengubah tepi sungai menjadi lautan mengerikan blood¡| tengah kekacauan, Hyun-seo tak berdaya menyambar oleh makhluk tepat di depan mata Gang-du ini. Ini keadaan yang tak terduga membuat pemerintah tidak berdaya untuk bertindak. Tapi menerima panggilan bantuan dari Hyun-seo, warga sekali-biasa Gang-du dan keluarganya didorong masuk ke dalam pertempuran dengan rakasa untuk menyelamatkan mereka tercinta Hyun-seo."
Thriller,"Jang-woo hanya adiknya untuk hidup bagi sampai dia dibunuh secara brutal. Selama ritual untuk mengirim jiwanya ke surga, dia datang di seorang pria yang mencurigakan, yang berhasil melarikan diri dari tempat kejadian. Dia mulai curiga seorang apoteker lokal dan terus mengawasinya. Meskipun Jang-woo benar-benar yakin bahwa apoteker adalah pembunuh, tidak ada yang percaya dia karena apoteker dianggap orang paling baik di kota. Tapi dia mendapat bantuan dari seorang wanita yang kerasukan bernama Si-eun yang meramalkan bagaimana orang meninggal. mengejar mereka dimulai dan Si-eun memprediksi belum pembunuhan lagi."
"Crime , Drama , Mystery","Seorang wanita terbunuh di sebuah department store. Tidak ada yang membayangkan ini bisa menyebabkan pembunuhan berantai, tapi dua hari setelah pembunuhan pertama, pembunuhan lain terjadi. Seorang wanita mati lemas dan satu-satunya bukti yang tersisa di TKP adalah stiker karakter kartun ""Putri Aurora"". Seorang detektif veteran OH mencurigai seorang wanita yang menarik dan hidup bernama JUNG Soon-jung sebagai pembunuh. Namun, dia tidak memberitahu siapa pun-tidak bahkan partner- bahwa Jung juga terjadi menjadi mantan istrinya. Lagi dan lagi, stiker Princess Aurora ditemukan ... masing-masing dengan mayat."
"Crime , Thriller","Chen Tan (Aaron Kwok), seorang detektif swasta di Thailand, perjalanan ke Malaysia menyusul serangkaian petunjuk yang ditemukan dalam sebuah foto. Di sana ia mencari seorang pria bernama Chai, yang mungkin bisa membantu mengungkap kebenaran di balik pembunuhan orang tuanya 30 tahun yang lalu. Chen menemukan Zheng (Nick Cheung), seorang detektif Malaysia lahir di Cina. Bersama-sama mereka bertemu putri Chai ini, Zi-Wei (Jiang Yi Yan) yang bisa memegang kunci untuk memecahkan kasus tersebut."
"Romance , Drama","Ke negara yang dilanda perang fiksi dari Uruk, PBB mengirimkan pasukan penjaga perdamaian. Drama ini adalah kisah cinta antara Captain Yoo Shi-Jin, yang milik pasukan, dan Dokter Kang Mo-Yeon. Sebagai side-by-side Shi Jin dan Mo Yeon bekerja, mereka dapat saling membantu untuk melaksanakan misi mereka dan membuatnya kembali ke rumah aman?"
"Horror , Mystery , Thriller","Setelah adik Hee-jin So-jin, yang dimiliki oleh roh, menghilang, tetangga mati satu per satu dan rahasia yang mendasari kematian mereka terungkap."
"Crime , Horror , Mystery","Sebuah film horor tentang kejadian misterius yang terjadi pada sepasang saudara setelah menonton video tak dikenal. Disutradarai oleh Kim Tae-kyeong, Taman Bo-yeong memainkan Se-hee yang mencoba untuk menyelamatkan adiknya Jeong-mi, pacarnya Joo Won dan Kang Byeol memainkan adik."
"Adventure , Drama","Young-joon dan So-yeo adalah pasangan muda dengan pernikahan mereka relatif stabil. Pada hari teman mereka membuka bar anggur, mereka datang di Min-jae dan Yu-na, beberapa cukup kebalikan dari diri mereka sendiri. Setelah perdagangan pembicaraan, Young-joon menjadi klien konsultan mode Yu-na, sementara pengusaha Min-jae setuju untuk membantu buku Jadi-Yeo hotel untuk perjalanan bisnis nya Hong Kong. Jadi-Yeo bertemu Min-jae secara kebetulan di Hong Kong, sementara Young-joon perdagangan komentar sugestif dengan Yu-na yang mengunjungi dia di sesi konsultasi. Malam itu, mereka berempat menemukan pada pasangan lain apa yang telah hilang dalam pernikahan masing-masing ... (hancinema.net)"
"History , War",drama sejarah mengikuti relawan Cina dikirim untuk bertempur dalam Perang Korea melawan Amerika Serikat di mana mereka mengalami hidup dan mati dan mendirikan perasaan revolusioner yang mendalam.
